test_hand_0001.jpeg,0
test_hand_0002.jpeg,2
test_hand_0003.jpeg,1
test_hand_0004.jpeg,1
test_hand_0005.jpeg,2
test_hand_0006.jpeg,1
test_hand_0007.jpeg,0
test_hand_0008.jpeg,1
test_hand_0009.jpeg,2
test_hand_0010.jpeg,1
test_hand_0011.jpeg,1
test_hand_0012.jpeg,0
test_hand_0013.jpeg,2
test_hand_0014.jpeg,2
test_hand_0015.jpeg,1
test_hand_0016.jpeg,0
test_hand_0017.jpeg,1
test_hand_0018.jpeg,0
test_hand_0019.jpeg,2
test_hand_0020.jpeg,2
test_hand_0021.jpeg,0
test_hand_0022.jpeg,1
test_hand_0023.jpeg,2
test_hand_0024.jpeg,2
test_hand_0025.jpeg,2
test_hand_0026.jpeg,0
test_hand_0027.jpeg,2
test_hand_0028.jpeg,2
test_hand_0029.jpeg,2
test_hand_0030.jpeg,1
test_hand_0031.jpeg,1
test_hand_0032.jpeg,0
test_hand_0033.jpeg,1
test_hand_0034.jpeg,2
test_hand_0035.jpeg,0
test_hand_0036.jpeg,1
test_hand_0037.jpeg,1
test_hand_0038.jpeg,0
test_hand_0039.jpeg,0
test_hand_0040.jpeg,0
test_hand_0041.jpeg,1
test_hand_0042.jpeg,2
test_hand_0043.jpeg,2
test_hand_0044.jpeg,1
test_hand_0045.jpeg,1
test_hand_0046.jpeg,2
test_hand_0047.jpeg,0
test_hand_0048.jpeg,0
test_hand_0049.jpeg,2
test_hand_0050.jpeg,1
test_hand_0051.jpeg,1
test_hand_0052.jpeg,1
test_hand_0053.jpeg,2
test_hand_0054.jpeg,1
test_hand_0055.jpeg,2
test_hand_0056.jpeg,2
test_hand_0057.jpeg,1
test_hand_0058.jpeg,1
test_hand_0059.jpeg,1
test_hand_0060.jpeg,2
test_hand_0061.jpeg,0
test_hand_0062.jpeg,2
test_hand_0063.jpeg,0
test_hand_0064.jpeg,1
test_hand_0065.jpeg,2
test_hand_0066.jpeg,2
test_hand_0067.jpeg,0
test_hand_0068.jpeg,2
test_hand_0069.jpeg,1
test_hand_0070.jpeg,0
test_hand_0071.jpeg,0
test_hand_0072.jpeg,0
test_hand_0073.jpeg,2
test_hand_0074.jpeg,0
test_hand_0075.jpeg,1
test_hand_0076.jpeg,0
test_hand_0077.jpeg,0
test_hand_0078.jpeg,2
test_hand_0079.jpeg,1
test_hand_0080.jpeg,1
test_hand_0081.jpeg,2
test_hand_0082.jpeg,2
test_hand_0083.jpeg,0
test_hand_0084.jpeg,0
test_hand_0085.jpeg,2
test_hand_0086.jpeg,2
test_hand_0087.jpeg,2
test_hand_0088.jpeg,1
test_hand_0089.jpeg,0
test_hand_0090.jpeg,2
test_hand_0091.jpeg,0
test_hand_0092.jpeg,1
test_hand_0093.jpeg,2
test_hand_0094.jpeg,1
test_hand_0095.jpeg,2
test_hand_0096.jpeg,1
test_hand_0097.jpeg,0
test_hand_0098.jpeg,1
test_hand_0099.jpeg,2
test_hand_0100.jpeg,2
test_hand_0101.jpeg,1
test_hand_0102.jpeg,2
test_hand_0103.jpeg,2
test_hand_0104.jpeg,2
test_hand_0105.jpeg,1
test_hand_0106.jpeg,1
test_hand_0107.jpeg,0
test_hand_0108.jpeg,1
test_hand_0109.jpeg,0
test_hand_0110.jpeg,2
test_hand_0111.jpeg,0
test_hand_0112.jpeg,0
test_hand_0113.jpeg,2
test_hand_0114.jpeg,0
test_hand_0115.jpeg,0
test_hand_0116.jpeg,0
test_hand_0117.jpeg,1
test_hand_0118.jpeg,0
test_hand_0119.jpeg,2
test_hand_0120.jpeg,1
test_hand_0121.jpeg,2
test_hand_0122.jpeg,0
test_hand_0123.jpeg,0
test_hand_0124.jpeg,0
test_hand_0125.jpeg,1
test_hand_0126.jpeg,2
test_hand_0127.jpeg,1
